instrument_token,exchange_token,tradingsymbol,name,exchange,instrument_type,strike,expiry,lot_size
194561,760,CGPOWER,CG POWER AND IND SOL,NSE,EQ,,,
194817,761,662JH30-SG,SDL JH 6.62% 2030,NSE,EQ,,,
196353,767,689MP40-SG,SDL MP 6.89% 2040,NSE,EQ,,,
197633,772,DABUR,DABUR INDIA,NSE,EQ,,,
197889,773,647MH28-SG,SDL MH 6.47% 2028,NSE,EQ,,,
198657,776,656MH30-SG,SDL MH 6.56% 2030,NSE,EQ,,,
199169,778,KEEPLEARN,DSJ KEEP LEARNING,NSE,EQ,,,
199425,779,654UP30-SG,SDL UP 6.54% 2030,NSE,EQ,,,
199937,781,DALMIASUG,DALMIA BHARAT SUG IN,NSE,EQ,,,
200193,782,662KA32-SG,SDL KA 6.62% 2032,NSE,EQ,,,
205825,804,SHIVATEX,SHIVA TEXYARN,NSE,EQ,,,
207105,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,NSE,EQ,,,
207617,811,DCMSHRIRAM,DCM SHRIRAM,NSE,EQ,,,
209153,817,DCW,DCW,NSE,EQ,,,
210433,822,BANKA,BANKA BIOLOO,NSE,EQ,,,
211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,NSE,EQ,,,
213505,834,SGBOC28VII-GB,2.50%GOLDBONDS2028SR-VII,NSE,EQ,,,
214017,836,575PY26-SG,SDL PY 5.75% 2026,NSE,EQ,,,
214273,837,61RJ27-SG,SDL RJ 6.1% 2027,NSE,EQ,,,
214529,838,645HP29-SG,SDL HP 6.45% 2029,NSE,EQ,,,
215041,840,651HP30-SG,SDL HP 6.51% 2030,NSE,EQ,,,
215809,843,64KA30B-SG,SDL KA 6.4% 2030,NSE,EQ,,,
216577,846,64GJ30A-SG,SDL GJ 6.4% 2030,NSE,EQ,,,
216833,847,SMVD-SM,SMVD POLY PACK,NSE,EQ,,,
217345,849,642UP30-SG,SDL UP 6.42% 2030,NSE,EQ,,,
218113,852,642GA30-SG,SDL GA 6.42% 2030,NSE,EQ,,,
218369,853,644UK30-SG,SDL UK 6.44% 2030,NSE,EQ,,,
218881,855,645RJ30-SG,SDL RJ 6.45% 2030,NSE,EQ,,,
219393,857,DHAMPURSUG,DHAMPUR SUGAR MILLS,NSE,EQ,,,
219649,858,655TR30-SG,SDL TR 6.55% 2030,NSE,EQ,,,
220417,861,648KA31-SG,SDL KA 6.48% 2031,NSE,EQ,,,
221185,864,655AP33-SG,SDL AP 6.55% 2033,NSE,EQ,,,
221953,867,672HR35-SG,SDL HR 6.72% 2035,NSE,EQ,,,
224257,876,677AP38-SG,SDL AP 6.77% 2038,NSE,EQ,,,
224513,877,676PN40-SG,SDL PN 6.76% 2040,NSE,EQ,,,
224769,878,678TS50-SG,SDL TS 6.78% 2050,NSE,EQ,,,
225537,881,DRREDDY,DR. REDDY S LABORATORIES,NSE,EQ,,,
229377,896,KHAICHEM,KHAITAN CHEM & FERT,NSE,EQ,,,
232961,910,EICHERMOT,EICHER MOTORS,NSE,EQ,,,
233729,913,EQUITASBNK,EQUITAS SMALL FIN BNK,NSE,EQ,,,
234497,916,EIDPARRY,EID PARRY INDIA,NSE,EQ,,,
235265,919,EIHOTEL,EIH  - OBEROI HOTELS,NSE,EQ,,,
237057,926,ORCHPHARMA,ORCHID PHARMA,NSE,EQ,,,
237569,928,ELECTCAST,ELECTROSTEEL CASTINGS,NSE,EQ,,,
239617,936,DPABHUSHAN,D. P. ABHUSHAN,NSE,EQ,,,
239873,937,ELGIEQUIP,ELGI EQUIPMENTS,NSE,EQ,,,
240641,940,PGHL,PROCTER & GAMBLE HEALTH L,NSE,EQ,,,
243969,953,622GS2035-GS,GOI LOAN  6.22% 2035,NSE,EQ,,,
244481,955,ESABINDIA,ESAB INDIA,NSE,EQ,,,
244737,956,667GS2050-GS,GOI LOAN  6.67% 2050,NSE,EQ,,,
245249,958,ESCORTS,ESCORTS KUBOTA,NSE,EQ,,,
247553,967,SUBEXLTD,SUBEX,NSE,EQ,,,
248065,969,675RJ30-SG,SDL RJ 6.75% 2030,NSE,EQ,,,
248833,972,64KA30C-SG,SDL KA 6.4% 2030,NSE,EQ,,,
249089,973,64MH30-SG,SDL MH 6.4% 2030,NSE,EQ,,,
249857,976,643AP30-SG,SDL AP 6.43% 2030,NSE,EQ,,,
251137,981,EPL,EPL,NSE,EQ,,,
251393,982,646GJ30-SG,SDL GJ 6.46% 2030,NSE,EQ,,,
252161,985,648AS30-SG,SDL AS 6.48% 2030,NSE,EQ,,,
252929,988,648MZ30-SG,SDL MZ 6.48% 2030,NSE,EQ,,,
253697,991,65NL30-SG,SDL NL 6.5% 2030,NSE,EQ,,,
254465,994,652PY30-SG,SDL PY 6.52% 2030,NSE,EQ,,,
255233,997,659UP30-SG,SDL UP 6.59% 2030,NSE,EQ,,,
256001,1000,656MH32-SG,SDL MH 6.56% 2032,NSE,EQ,,,
256257,1001,94SFL28-YL,94SFL28-YL,NSE,EQ,,,
257025,1004,679AP34-SG,SDL AP 6.79% 2034,NSE,EQ,,,
257537,1006,675KA35-SG,SDL KA 6.75% 2035,NSE,EQ,,,
257793,1007,679PN35-SG,SDL PN 6.79% 2035,NSE,EQ,,,
258049,1008,FACT,FACT,NSE,EQ,,,
258305,1009,68JK35-SG,SDL JK 6.8% 2035,NSE,EQ,,,
258817,1011,SCHAEFFLER,SCHAEFFLER INDIA,NSE,EQ,,,
259073,1012,676MP40-SG,SDL MP 6.76% 2040,NSE,EQ,,,
259841,1015,688WB40-SG,SDL WB 6.88% 2040,NSE,EQ,,,
260609,1018,68TS50-SG,SDL TS 6.8% 2050,NSE,EQ,,,
261889,1023,FEDERALBNK,FEDERAL BANK,NSE,EQ,,,
263681,1030,AARON,AARON INDUSTRIES,NSE,EQ,,,
265729,1038,FINCABLES,FINOLEX CABLES,NSE,EQ,,,
266497,1041,FINPIPE,FINOLEX INDUSTRIES,NSE,EQ,,,
267265,1044,BNKETFAXIS,AXIS NIFTY BANK ETF,NSE,EQ,,,
269569,1053,UFLEX,UFLEX,NSE,EQ,,,
274689,1073,FOSECOIND,FOSECO INDIA,NSE,EQ,,,
274945,1074,655GA30-SG,SDL GA 6.55% 2030,NSE,EQ,,,
275201,1075,65GJ30-SG,SDL GJ 6.5% 2030,NSE,EQ,,,
275457,1076,ZENSARTECH,ZENSAR TECHNOLOGIES,NSE,EQ,,,
275713,1077,659HR30-SG,SDL HR 6.59% 2030,NSE,EQ,,,
276481,1080,647KA30-SG,SDL KA 6.47% 2030,NSE,EQ,,,
277249,1083,661RJ30-SG,SDL RJ 6.61% 2030,NSE,EQ,,,
277505,1084,66SK30-SG,SDL SK 6.6% 2030,NSE,EQ,,,
277761,1085,GABRIEL,GABRIEL INDIA,NSE,EQ,,,
278017,1086,66UP30-SG,SDL UP 6.6% 2030,NSE,EQ,,,
279041,1090,684MZ34-SG,SDL MZ 6.84% 2034,NSE,EQ,,,
279553,1092,675KA34-SG,SDL KA 6.75% 2034,NSE,EQ,,,
280321,1095,679MP40-SG,SDL MP 6.79% 2040,NSE,EQ,,,
281089,1098,68TS50A-SG,SDL TS 6.8% 2050,NSE,EQ,,,
281601,1100,GARFIBRES,GARWARE TECH FIBRES,NSE,EQ,,,
284161,1110,DANGEE,DANGEE DUMS,NSE,EQ,,,
288513,1127,GHCL,GHCL,NSE,EQ,,,
290305,1134,APOLLO,APOLLO MICRO SYSTEMS,NSE,EQ,,,
290561,1135,GTECJAINX-BE,G-TEC JAINX EDUCATION,NSE,EQ,,,
291585,1139,GICHSGFIN,GIC HOUSING FINANCE,NSE,EQ,,,
293121,1145,GIPCL,GUJ IND POW CO.,NSE,EQ,,,
295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,NSE,EQ,,,
295937,1156,GLFL,GUJARAT LEASE FINANCING L,NSE,EQ,,,
296193,1157,654AR30-SG,SDL AR 6.54% 2030,NSE,EQ,,,
296449,1158,649KA30A-SG,SDL KA 6.49% 2030,NSE,EQ,,,
296961,1160,654RJ30A-SG,SDL RJ 6.54% 2030,NSE,EQ,,,
297473,1162,GTL,GTL,NSE,EQ,,,
297729,1163,66AS30-SG,SDL AS 6.6% 2030,NSE,EQ,,,
297985,1164,NEWGEN,NEWGEN SOFTWARE TECH,NSE,EQ,,,
298241,1165,66PN30-SG,SDL PN 6.6% 2030,NSE,EQ,,,
298497,1166,672KA33-SG,SDL KA 6.72% 2033,NSE,EQ,,,
299009,1168,GMBREW,G M BREWERIES,NSE,EQ,,,
299265,1169,678WB35-SG,SDL WB 6.78% 2035,NSE,EQ,,,
300033,1172,681TR35-SG,SDL TR 6.81% 2035,NSE,EQ,,,
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,NSE,EQ,,,
302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,NSE,EQ,,,
303361,1185,AMBER,AMBER ENTERPRISES (I),NSE,EQ,,,
303617,1186,GLAND,GLAND PHARMA,NSE,EQ,,,
304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,NSE,EQ,,,
306177,1196,KANSAINER,KANSAI NEROLAC PAINTS,NSE,EQ,,,
307201,1200,ESG,MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,NSE,EQ,,,
308225,1204,PRAXIS,PRAXIS HOME RETAIL,NSE,EQ,,,
308481,1205,GOODYEAR,GOODYEAR INDIA,NSE,EQ,,,
310273,1212,635MH28-SG,SDL MH 6.35% 2028,NSE,EQ,,,
310785,1214,DELTAMAGNT,DELTA MANUFACTURING,NSE,EQ,,,
311041,1215,653HP29-SG,SDL HP 6.53% 2029,NSE,EQ,,,
312577,1221,66HP30-SG,SDL HP 6.6% 2030,NSE,EQ,,,
314113,1227,65KA30A-SG,SDL KA 6.5% 2030,NSE,EQ,,,
315393,1232,GRASIM,GRASIM INDUSTRIES,NSE,EQ,,,
315649,1233,65GJ30A-SG,SDL GJ 6.5% 2030,NSE,EQ,,,
316161,1235,GREAVESCOT,GREAVES COTTON,NSE,EQ,,,
316417,1236,652MH30-SG,SDL MH 6.52% 2030,NSE,EQ,,,
316673,1237,657GA30-SG,SDL GA 6.57% 2030,NSE,EQ,,,
317185,1239,658UP30-SG,SDL UP 6.58% 2030,NSE,EQ,,,
317697,1241,659RJ30A-SG,SDL RJ 6.59% 2030,NSE,EQ,,,
318977,1246,664AS30-SG,SDL AS 6.64% 2030,NSE,EQ,,,
319233,1247,GSFC,GUJ STATE FERT & CHEM,NSE,EQ,,,
319489,1248,666KA32-SG,SDL KA 6.66% 2032,NSE,EQ,,,
320001,1250,CASTROLIND,CASTROL INDIA,NSE,EQ,,,
320257,1251,667MH32-SG,SDL MH 6.67% 2032,NSE,EQ,,,
320769,1253,67JK32-SG,SDL JK 6.7% 2032,NSE,EQ,,,
321025,1254,673TN40-SG,SDL TN 6.73% 2040,NSE,EQ,,,
321537,1256,673TS50-SG,SDL TS 6.73% 2050,NSE,EQ,,,
324353,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,NSE,EQ,,,
325121,1270,AMBUJACEM,AMBUJA CEMENTS,NSE,EQ,,,
326145,1274,VASA-SM,VASA RETAIL & OVERSEA,NSE,EQ,,,
329985,1289,GFLLIMITED,GFL,NSE,EQ,,,
336129,1313,HARRMALAYA,HARRISON MALAYALAM,NSE,EQ,,,
336641,1315,GALAXYSURF,GALAXY SURFACTANTS,NSE,EQ,,,
339713,1327,HCL-INSYS,HCL INFOSYSTEMS,NSE,EQ,,,
339969,1328,MARINE,MARINE ELECTRICAL (I),NSE,EQ,,,
341249,1333,HDFCBANK,HDFC BANK,NSE,EQ,,,
342017,1336,HEG,HEG,NSE,EQ,,,
342529,1338,SDBL,SOM DIST & BREW,NSE,EQ,,,
343297,1341,585GS2030-GS,GOI LOAN  5.85% 2030,NSE,EQ,,,
343553,1342,SGBN28VIII-GB,2.5%GOLDBONDS2028SR-VIII,NSE,EQ,,,
345089,1348,HEROMOTOCO,HERO MOTOCORP,NSE,EQ,,,
346369,1353,PARAMPARA-SM,PARAMPARA DAIRY DLGHT,NSE,EQ,,,
348161,1360,HIMATSEIDE,HIMATSINGKA SEIDE,NSE,EQ,,,
348417,1361,622KL27-SG,SDL KL 6.22% 2027,NSE,EQ,,,
348673,1362,64AP28-SG,SDL AP 6.4% 2028,NSE,EQ,,,
348929,1363,HINDALCO,HINDALCO  INDUSTRIES,NSE,EQ,,,
349185,1364,649GJ29-SG,SDL GJ 6.49% 2029,NSE,EQ,,,
349441,1365,653KA30-SG,SDL KA 6.53% 2030,NSE,EQ,,,
350209,1368,66MN30-SG,SDL MN 6.6% 2030,NSE,EQ,,,
350465,1369,662RJ30-SG,SDL RJ 6.62% 2030,NSE,EQ,,,
351233,1372,HINDCOMPOS,HINDUSTAN COMPOSITES,NSE,EQ,,,
351489,1373,665JK30-SG,SDL JK 6.65% 2030,NSE,EQ,,,
352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,NSE,EQ,,,
352257,1376,668JH32-SG,SDL JH 6.68% 2032,NSE,EQ,,,
352769,1378,668AP33-SG,SDL AP 6.68% 2033,NSE,EQ,,,
353025,1379,669KA37-SG,SDL KA 6.69% 2037,NSE,EQ,,,
353281,1380,855IREDA29-N2,855IREDA29-N2,NSE,EQ,,,
353793,1382,673PN40-SG,SDL PN 6.73% 2040,NSE,EQ,,,
354049,1383,855IREDA34-N3,855IREDA34-N3,NSE,EQ,,,
354817,1386,674TS50-SG,SDL TS 6.74% 2050,NSE,EQ,,,
356097,1391,880IREDA29-N5,880IREDA29-N5,NSE,EQ,,,
356609,1393,880IREDA34-N6,880IREDA34-N6,NSE,EQ,,,
356865,1394,HINDUNILVR,HINDUSTAN UNILEVER,NSE,EQ,,,
359169,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,NSE,EQ,,,
359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION  - HPCL,NSE,EQ,,,
361473,1412,AGI,AGI GREENPAC,NSE,EQ,,,
362241,1415,GLOBAL,GLOBAL EDUCATION,NSE,EQ,,,
364033,1422,66RJ30B-SG,SDL RJ 6.6% 2030,NSE,EQ,,,
364545,1424,HINDZINC,HINDUSTAN ZINC,NSE,EQ,,,
364801,1425,662AS30-SG,SDL AS 6.62% 2030,NSE,EQ,,,
365057,1426,MHHL-SM,MOHINI HEALTH&HYGIENE,NSE,EQ,,,
365569,1428,662NL30-SG,SDL NL 6.62% 2030,NSE,EQ,,,
366081,1430,668MZ31-SG,SDL MZ 6.68% 2031,NSE,EQ,,,
366593,1432,668AP35A-SG,SDL AP 6.68% 2035,NSE,EQ,,,
367873,1437,668KA36-SG,SDL KA 6.68% 2036,NSE,EQ,,,
369153,1442,SANOFI,SANOFI INDIA,NSE,EQ,,,
369409,1443,671WB40-SG,SDL WB 6.71% 2040,NSE,EQ,,,
370177,1446,671TS40-SG,SDL TS 6.71% 2040,NSE,EQ,,,
370689,1448,HLVLTD,HLV,NSE,EQ,,,
370945,1449,593CG26-SG,SDL CG 5.93% 2026,NSE,EQ,,,
371969,1453,654KA30-SG,SDL KA 6.54% 2030,NSE,EQ,,,
372225,1454,655GA30A-SG,SDL GA 6.55% 2030,NSE,EQ,,,
372481,1455,BIRLANU,BIRLANU,NSE,EQ,,,
375553,1467,JSWDULUX,JSW DULUX,NSE,EQ,,,
376833,1472,ACCURACY-BE,ACCURACY SHIPPING,NSE,EQ,,,
377857,1476,IDBI,IDBI BANK,NSE,EQ,,,
379393,1482,IFBAGRO,IFB AGRO INDUSTRIES,NSE,EQ,,,
380161,1485,IFBIND,IFB INDUSTRIES,NSE,EQ,,,
380417,1486,REPL-BE,RUDRABHISHEK ENTERP,NSE,EQ,,,
381697,1491,IFCI,IFCI,NSE,EQ,,,
382465,1494,RBA,RESTAURANT BRAND ASIA,NSE,EQ,,,
383233,1497,SHIVAMILLS,SHIVA MILLS,NSE,EQ,,,
385793,1507,MOGSEC,MOTILAL OSWAL NIFTY 5 YEAR G-SEC ETF,NSE,EQ,,,
386049,1508,ASTERDM,ASTER DM QUALITY CARE,NSE,EQ,,,
387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,NSE,EQ,,,
387841,1515,INDIACEM,THE INDIA CEMENTS,NSE,EQ,,,
388097,1516,654GA30A-SG,SDL GA 6.54% 2030,NSE,EQ,,,
389377,1521,INDIAGLYCO,INDIA GLYCOLS,NSE,EQ,,,
389633,1522,652KA30-SG,SDL KA 6.52% 2030,NSE,EQ,,,
390401,1525,656UP30-SG,SDL UP 6.56% 2030,NSE,EQ,,,
391169,1528,66ML30-SG,SDL ML 6.6% 2030,NSE,EQ,,,
391681,1530,INDIANHUME,INDIAN HUME PIPE CO.,NSE,EQ,,,
391937,1531,665KA35-SG,SDL KA 6.65% 2035,NSE,EQ,,,
392193,1532,668WB35-SG,SDL WB 6.68% 2035,NSE,EQ,,,
392961,1535,667TS50-SG,SDL TS 6.67% 2050,NSE,EQ,,,
396033,1547,RKEC,RKEC PROJECTS,NSE,EQ,,,
400641,1565,RVHL,RAVINDER HEIGHTS,NSE,EQ,,,
401921,1570,GMMPFAUDLR,GMM PFAUDLER,NSE,EQ,,,
403457,1576,GILLETTE,GILLETTE INDIA,NSE,EQ,,,
404737,1581,TARC,TARC,NSE,EQ,,,
408065,1594,INFY,INFOSYS,NSE,EQ,,,
408833,1597,INGERRAND,INGERSOLL-RAND INDIA,NSE,EQ,,,
409089,1598,MGEL-BE,MANGALAM GLOBAL ENT,NSE,EQ,,,
414465,1619,FAIRCHEMOR-BE,FAIRCHEM ORGANICS,NSE,EQ,,,
414977,1621,TATAINVEST,TATA INVESTMENT CORP,NSE,EQ,,,
415745,1624,IOC,INDIAN OIL CORP,NSE,EQ,,,
416513,1627,LINDEINDIA,LINDE INDIA,NSE,EQ,,,
416769,1628,BECTORFOOD,MRS BECTORS FOOD SPE,NSE,EQ,,,
417281,1630,IONEXCHANG,ION EXCHANGE (INDIA),NSE,EQ,,,
418049,1633,IPCALAB,IPCA LABORATORIES,NSE,EQ,,,
420865,1644,657HP30-SG,SDL HP 6.57% 2030,NSE,EQ,,,
421121,1645,66AS30A-SG,SDL AS 6.6% 2030,NSE,EQ,,,
421377,1646,658GA30A-SG,SDL GA 6.58% 2030,NSE,EQ,,,
421633,1647,657HP30A-SG,SDL HP 6.57% 2030,NSE,EQ,,,
422145,1649,66UP30A-SG,SDL UP 6.6% 2030,NSE,EQ,,,
422401,1650,651KA30B-SG,SDL KA 6.51% 2030,NSE,EQ,,,
422657,1651,663KA34-SG,SDL KA 6.63% 2034,NSE,EQ,,,
422913,1652,663TN35-SG,SDL TN 6.63% 2035,NSE,EQ,,,
423681,1655,669TS40-SG,SDL TS 6.69% 2040,NSE,EQ,,,
424961,1660,ITC,ITC,NSE,EQ,,,
425729,1663,SUNDROP,SUNDROP BRANDS,NSE,EQ,,,
428033,1672,HGINFRA,H.G.INFRA ENGINEERING,NSE,EQ,,,
428801,1675,ITI,ITI,NSE,EQ,,,
433921,1695,662UP30-SG,SDL UP 6.62% 2030,NSE,EQ,,,
435969,1703,588CG26-SG,SDL CG 5.88% 2026,NSE,EQ,,,
437249,1708,JAYBARMARU,JAY BHARAT MARUTI,NSE,EQ,,,
437505,1709,617KL27-SG,SDL KL 6.17% 2027,NSE,EQ,,,
438273,1712,66ML30A-SG,SDL ML 6.6% 2030,NSE,EQ,,,
439041,1715,66RJ30C-SG,SDL RJ 6.6% 2030,NSE,EQ,,,
440321,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,NSE,EQ,,,
440577,1721,66WB30-SG,SDL WB 6.6% 2030,NSE,EQ,,,
442113,1727,651KA30C-SG,SDL KA 6.51% 2030,NSE,EQ,,,
442881,1730,664PY32-SG,SDL PY 6.64% 2032,NSE,EQ,,,
443649,1733,662KA32A-SG,SDL KA 6.62% 2032,NSE,EQ,,,
444929,1738,665TR35-SG,SDL TR 6.65% 2035,NSE,EQ,,,
445185,1739,665AP36-SG,SDL AP 6.65% 2036,NSE,EQ,,,
445953,1742,665TS40-SG,SDL TS 6.65% 2040,NSE,EQ,,,
446721,1745,665AP40-SG,SDL AP 6.65% 2040,NSE,EQ,,,
449537,1756,JINDALPOLY,JINDAL POLY FILMS,NSE,EQ,,,
449793,1757,665PN50A-SG,SDL PN 6.65% 2050,NSE,EQ,,,
450049,1758,868NHB29-N3,868NHB29-N3,NSE,EQ,,,
450817,1761,865NHB34-N4,865NHB34-N4,NSE,EQ,,,
451841,1765,893NHB29-N6,893NHB29-N6,NSE,EQ,,,
452353,1767,890NHB34-N7,890NHB34-N7,NSE,EQ,,,
456193,1782,KANPRPLA,KANPUR PLASTIPACK,NSE,EQ,,,
460033,1797,AWHCL,ANTONY WASTE HDG CELL,NSE,EQ,,,
461313,1802,JYOTISTRUC,JYOTI STRUCTURES,NSE,EQ,,,
462081,1805,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,NSE,EQ,,,
462849,1808,KAJARIACER,KAJARIA CERAMICS,NSE,EQ,,,
463617,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,NSE,EQ,,,
464385,1814,KPIL,KALPATARU PROJECT INT,NSE,EQ,,,
466945,1824,582RJ27-SG,SDL RJ 5.82% 2027,NSE,EQ,,,
467457,1826,KAMATHOTEL,KAMAT HOTELS (I),NSE,EQ,,,
467713,1827,645GJ30A-SG,SDL GJ 6.45% 2030,NSE,EQ,,,
468481,1830,658GA31-SG,SDL GA 6.58% 2031,NSE,EQ,,,
469249,1833,663MN31-SG,SDL MN 6.63% 2031,NSE,EQ,,,
470017,1836,659RJ31-SG,SDL RJ 6.59% 2031,NSE,EQ,,,
470529,1838,KARURVYSYA,KARUR VYSYA BANK,NSE,EQ,,,
470785,1839,653TN31-SG,SDL TN 6.53% 2031,NSE,EQ,,,
471297,1841,KCP,KCP,NSE,EQ,,,
471553,1842,66UP31-SG,SDL UP 6.6% 2031,NSE,EQ,,,
474625,1854,66UK31-SG,SDL UK 6.6% 2031,NSE,EQ,,,
476161,1860,666JH34-SG,SDL JH 6.66% 2034,NSE,EQ,,,
476929,1863,664JK36-SG,SDL JK 6.64% 2036,NSE,EQ,,,
477697,1866,664AP39-SG,SDL AP 6.64% 2039,NSE,EQ,,,
478977,1871,665AP41-SG,SDL AP 6.65% 2041,NSE,EQ,,,
479233,1872,664TS51-SG,SDL TS 6.64% 2051,NSE,EQ,,,
481025,1879,CARYSIL,CARYSIL,NSE,EQ,,,
483073,1887,597CG27-SG,SDL CG 5.97% 2027,NSE,EQ,,,
483329,1888,664SK31-SG,SDL SK 6.64% 2031,NSE,EQ,,,
483841,1890,657TN31-SG,SDL TN 6.57% 2031,NSE,EQ,,,
484097,1891,661UP31-SG,SDL UP 6.61% 2031,NSE,EQ,,,
485377,1896,661RJ31-SG,SDL RJ 6.61% 2031,NSE,EQ,,,
486145,1899,664MZ32-SG,SDL MZ 6.64% 2032,NSE,EQ,,,
486657,1901,CUMMINSIND,CUMMINS INDIA,NSE,EQ,,,
486913,1902,663WB41-SG,SDL WB 6.63% 2041,NSE,EQ,,,
487681,1905,663AP37-SG,SDL AP 6.63% 2037,NSE,EQ,,,
488961,1910,663PN51-SG,SDL PN 6.63% 2051,NSE,EQ,,,
491265,1919,KOPRAN,KOPRAN,NSE,EQ,,,
491521,1920,SGBJAN29IX-GB,2.50%GOLDBONDS2029SR-IX,NSE,EQ,,,
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,NSE,EQ,,,
492289,1923,WEALTH,WEALTH FRST PORT. MG.,NSE,EQ,,,
493313,1927,LIQUIDETF,DSP NIFTY 1D RATE LIQUID ETF,NSE,EQ,,,
495873,1937,KREBSBIO,KREBS BIOCHEMICALS & IND,NSE,EQ,,,
496129,1938,662UP31-SG,SDL UP 6.62% 2031,NSE,EQ,,,
496385,1939,662GA31-SG,SDL GA 6.62% 2031,NSE,EQ,,,
496641,1940,663ML31-SG,SDL ML 6.63% 2031,NSE,EQ,,,
497665,1944,661KA33-SG,SDL KA 6.61% 2033,NSE,EQ,,,
498433,1947,661WB36-SG,SDL WB 6.61% 2036,NSE,EQ,,,
498945,1949,KSB,KSB,NSE,EQ,,,
499201,1950,66KA37-SG,SDL KA 6.6% 2037,NSE,EQ,,,
499969,1953,661MP37-SG,SDL MP 6.61% 2037,NSE,EQ,,,
501505,1959,662TS41-SG,SDL TS 6.62% 2041,NSE,EQ,,,
502785,1964,TRENT,TRENT,NSE,EQ,,,
506625,1979,LMW,LMW,NSE,EQ,,,
509697,1991,863IRFC29-NC,863IRFC29-NC,NSE,EQ,,,
510465,1994,LIBERTSHOE,LIBERTY SHOES,NSE,EQ,,,
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,NSE,EQ,,,
511745,1999,888IRFC29-NE,888IRFC29-NE,NSE,EQ,,,
512769,2003,SGBJAN29X-GB,2.50%GOLDBONDS2029SR-X,NSE,EQ,,,
513025,2004,AHLADA,AHLADA ENGINEERS,NSE,EQ,,,
515329,2013,61CG27-SG,SDL CG 6.1% 2027,NSE,EQ,,,
515585,2014,657GJ31-SG,SDL GJ 6.57% 2031,NSE,EQ,,,
516097,2016,661RJ31A-SG,SDL RJ 6.61% 2031,NSE,EQ,,,
516353,2017,661TS51-SG,SDL TS 6.61% 2051,NSE,EQ,,,
516609,2018,LUMAXIND,LUMAX INDUSTRIES,NSE,EQ,,,
516865,2019,662HR41-SG,SDL HR 6.62% 2041,NSE,EQ,,,
517121,2020,662RJ41-SG,SDL RJ 6.62% 2041,NSE,EQ,,,
517377,2021,663HP31-SG,SDL HP 6.63% 2031,NSE,EQ,,,
517633,2022,663WB31-SG,SDL WB 6.63% 2031,NSE,EQ,,,
517889,2023,663HP33-SG,SDL HP 6.63% 2033,NSE,EQ,,,
518145,2024,664UP31-SG,SDL UP 6.64% 2031,NSE,EQ,,,
519425,2029,IRFC,INDIAN RAILWAY FIN CORP L,NSE,EQ,,,
519937,2031,M&M,MAHINDRA & MAHINDRA,NSE,EQ,,,
523009,2043,RAMCOCEM,THE RAMCO CEMENTS,NSE,EQ,,,
524289,2048,INDIGOPNTS,INDIGO PAINTS,NSE,EQ,,,
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,NSE,EQ,,,
526337,2056,HOMEFIRST,HOME FIRST FIN CO IND,NSE,EQ,,,
528641,2065,689BR28-SG,SDL BR 6.89% 2028,NSE,EQ,,,
530177,2071,645RJ27-SG,SDL RJ 6.45% 2027,NSE,EQ,,,
530689,2073,VTL,VARDHMAN TEXTILES,NSE,EQ,,,
530945,2074,699JK31-SG,SDL JK 6.99% 2031,NSE,EQ,,,
531713,2077,685GA31-SG,SDL GA 6.85% 2031,NSE,EQ,,,
531969,2078,688MN31-SG,SDL MN 6.88% 2031,NSE,EQ,,,
532225,2079,685RJ31-SG,SDL RJ 6.85% 2031,NSE,EQ,,,
532481,2080,688UP31-SG,SDL UP 6.88% 2031,NSE,EQ,,,
532737,2081,69AP32-SG,SDL AP 6.9% 2032,NSE,EQ,,,
533761,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS,NSE,EQ,,,
534017,2086,689AP35-SG,SDL AP 6.89% 2035,NSE,EQ,,,
534529,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS,NSE,EQ,,,
534785,2089,688RJ46-SG,SDL RJ 6.88% 2046,NSE,EQ,,,
535553,2092,689WB41-SG,SDL WB 6.89% 2041,NSE,EQ,,,
536321,2095,686TS41-SG,SDL TS 6.86% 2041,NSE,EQ,,,
536577,2096,687AP37-SG,SDL AP 6.87% 2037,NSE,EQ,,,
536833,2097,685TN51-SG,SDL TN 6.85% 2051,NSE,EQ,,,
539137,2106,MANGLMCEM,MANGALAM CEMENT,NSE,EQ,,,
